2026-09-23 14:10:04,441 | INFO | MainThread | 步骤1/4 数据输入与特征提取
2026-09-23 18:04:00,868 | INFO | p1-align_5 | -UuX1xuaiiE$_$6 对齐迭代 2/8: objective=1.654326, delta=0.004229
2026-09-23 18:04:01,096 | INFO | p1-align_14 | -aNfi7CP8vM$_$7 对齐迭代 2/8: objective=2.447511, delta=0.004820
2026-09-23 18:04:01,390 | INFO | p1-align_10 | -THoVjtIkeU$_$6 对齐迭代 3/8: objective=1.776039, delta=0.001434
2026-09-23 18:04:01,637 | INFO | p1-align_2 | -dxfTGcXJoc$_$1 对齐迭代 1/8: objective=2.375563, delta=0.152349
2026-09-23 18:04:01,841 | INFO | p1-align_3 | -aqamKhZ1Ec$_$0 对齐迭代 1/8: objective=1.549847, delta=0.140151
2026-09-23 18:04:02,074 | INFO | p1-align_13 | -UUCSKoHeMA$_$0 对齐迭代 3/8: objective=2.392736, delta=0.000302
2026-09-23 18:04:03,306 | INFO | p1-align_1 | -dxfTGcXJoc$_$0 对齐迭代 1/8: objective=3.386848, delta=0.207747
2026-09-23 18:04:03,588 | INFO | p1-align_12 | -NFrJFQijFE$_$2 对齐迭代 4/8: objective=1.800003, delta=0.000140
2026-09-23 18:04:04,922 | INFO | p1-align_0 | -THoVjtIkeU$_$12 对齐迭代 3/8: objective=1.917426, delta=0.000852
2026-09-23 18:04:05,071 | INFO | p1-align_6 | -dxfTGcXJoc$_$2 对齐迭代 1/8: objective=2.209873, delta=0.151674
2026-09-23 18:04:05,500 | INFO | p1-align_14 | -aNfi7CP8vM$_$7 对齐迭代 3/8: objective=2.447402, delta=0.000259
2026-09-23 18:04:06,048 | INFO | p1-align_4 | -egA8-b7-3M$_$1 对齐迭代 1/8: objective=1.817494, delta=0.136220
2026-09-23 18:04:06,357 | INFO | p1-align_5 | -UuX1xuaiiE$_$6 对齐迭代 3/8: objective=1.654310, delta=0.000417
2026-09-23 18:04:06,969 | INFO | p1-align_9 | -a55Q6RWvTA$_$3 对齐迭代 2/8: objective=2.017618, delta=0.007409
2026-09-23 18:04:07,488 | INFO | p1-align_7 | -6rXp3zJ3kc$_$8 对齐迭代 5/8: objective=2.026711, delta=0.000021
2026-09-23 18:04:07,555 | INFO | p1-align_10 | -THoVjtIkeU$_$6 对齐迭代 4/8: objective=1.775854, delta=0.000354
2026-09-23 18:04:07,594 | INFO | p1-align_13 | -UUCSKoHeMA$_$0 对齐迭代 4/8: objective=2.392841, delta=0.000027
2026-09-23 18:04:07,647 | INFO | MainThread | [31/100] -6rXp3zJ3kc$_$8 completed: objective=2.026711, uncertainty=0.2804 (57.27s)
2026-09-23 18:04:07,720 | INFO | MainThread | [32/100] -UUCSKoHeMA$_$0 completed: objective=2.392841, uncertainty=0.2991 (25.78s)
2026-09-23 18:04:08,539 | INFO | p1-align_2 | -dxfTGcXJoc$_$1 对齐迭代 2/8: objective=2.266190, delta=0.008507
2026-09-23 18:04:09,697 | INFO | p1-align_13 | -egA8-b7-3M$_$16 对齐迭代 1/8: objective=2.377970, delta=0.126287
2026-09-23 18:04:10,047 | INFO | p1-align_11 | -UuX1xuaiiE$_$1 对齐迭代 2/8: objective=1.510957, delta=0.005761
2026-09-23 18:04:10,163 | INFO | p1-align_7 | -egA8-b7-3M$_$13 对齐迭代 1/8: objective=2.284863, delta=0.150050
2026-09-23 18:04:10,309 | INFO | p1-align_14 | -aNfi7CP8vM$_$7 对齐迭代 4/8: objective=2.447378, delta=0.000017
2026-09-23 18:04:10,415 | INFO | MainThread | [33/100] -aNfi7CP8vM$_$7 completed: objective=2.447378, uncertainty=0.2876 (20.23s)
2026-09-23 18:04:10,751 | INFO | p1-align_3 | -aqamKhZ1Ec$_$0 对齐迭代 2/8: objective=1.506733, delta=0.008599
2026-09-23 18:04:11,058 | INFO | p1-align_13 | -egA8-b7-3M$_$16 对齐迭代 2/8: objective=2.330183, delta=0.001049
2026-09-23 18:04:11,183 | INFO | p1-align_12 | -NFrJFQijFE$_$2 对齐迭代 5/8: objective=1.799990, delta=0.000028
2026-09-23 18:04:11,186 | INFO | p1-align_8 | -dxfTGcXJoc$_$6 对齐迭代 1/8: objective=2.189480, delta=0.152425
2026-09-23 18:04:11,312 | INFO | MainThread | [34/100] -NFrJFQijFE$_$2 completed: objective=1.799990, uncertainty=0.3237 (41.14s)
2026-09-23 18:04:12,088 | INFO | p1-align_5 | -UuX1xuaiiE$_$6 对齐迭代 4/8: objective=1.654295, delta=0.000053
2026-09-23 18:04:12,197 | INFO | MainThread | [35/100] -UuX1xuaiiE$_$6 completed: objective=1.654295, uncertainty=0.2987 (24.64s)
2026-09-23 18:04:12,434 | INFO | p1-align_7 | -egA8-b7-3M$_$13 对齐迭代 2/8: objective=2.207913, delta=0.001950
2026-09-23 18:04:12,548 | INFO | p1-align_4 | -egA8-b7-3M$_$1 对齐迭代 2/8: objective=1.760532, delta=0.002440
2026-09-23 18:04:12,671 | INFO | p1-align_13 | -egA8-b7-3M$_$16 对齐迭代 3/8: objective=2.330160, delta=0.000028
2026-09-23 18:04:12,760 | INFO | MainThread | [36/100] -egA8-b7-3M$_$16 completed: objective=2.330160, uncertainty=0.2945 (5.04s)
2026-09-23 18:04:12,859 | INFO | p1-align_1 | -dxfTGcXJoc$_$0 对齐迭代 2/8: objective=3.220086, delta=0.003524
2026-09-23 18:04:13,208 | INFO | p1-align_0 | -THoVjtIkeU$_$12 对齐迭代 4/8: objective=1.917467, delta=0.000088
2026-09-23 18:04:13,371 | INFO | MainThread | [37/100] -THoVjtIkeU$_$12 completed: objective=1.917467, uncertainty=0.2668 (34.93s)
2026-09-23 18:04:14,710 | INFO | p1-align_10 | -THoVjtIkeU$_$6 对齐迭代 5/8: objective=1.775827, delta=0.000087
2026-09-23 18:04:14,834 | INFO | MainThread | [38/100] -THoVjtIkeU$_$6 completed: objective=1.775827, uncertainty=0.3164 (34.24s)
2026-09-23 18:04:15,045 | INFO | p1-align_6 | -dxfTGcXJoc$_$2 对齐迭代 2/8: objective=2.128413, delta=0.008468
2026-09-23 18:04:15,165 | INFO | p1-align_7 | -egA8-b7-3M$_$13 对齐迭代 3/8: objective=2.207910, delta=0.000041
2026-09-23 18:04:15,255 | INFO | MainThread | [39/100] -egA8-b7-3M$_$13 completed: objective=2.207910, uncertainty=0.3388 (7.61s)
2026-09-23 18:04:16,265 | INFO | p1-align_2 | -dxfTGcXJoc$_$1 对齐迭代 3/8: objective=2.265878, delta=0.001035
2026-09-23 18:04:16,426 | INFO | p1-align_5 | -egA8-b7-3M$_$20 对齐迭代 1/8: objective=2.219658, delta=0.150265
2026-09-23 18:04:16,559 | INFO | p1-align_9 | -a55Q6RWvTA$_$3 对齐迭代 3/8: objective=2.018426, delta=0.000692
2026-09-23 18:04:16,841 | INFO | p1-align_12 | -egA8-b7-3M$_$18 对齐迭代 1/8: objective=2.027607, delta=0.150979
2026-09-23 18:04:17,387 | INFO | p1-align_0 | -egA8-b7-3M$_$6 对齐迭代 1/8: objective=2.404299, delta=0.157164
2026-09-23 18:04:17,681 | INFO | p1-align_14 | -egA8-b7-3M$_$17 对齐迭代 1/8: objective=2.069561, delta=0.144978
2026-09-23 18:04:17,989 | INFO | p1-align_10 | -egA8-b7-3M$_$9 对齐迭代 1/8: objective=2.485137, delta=0.142023
2026-09-23 18:04:18,581 | INFO | p1-align_13 | -egA8-b7-3M$_$26 对齐迭代 1/8: objective=2.419507, delta=0.135629
2026-09-23 18:04:19,267 | INFO | p1-align_5 | -egA8-b7-3M$_$20 对齐迭代 2/8: objective=2.126924, delta=0.005973
2026-09-23 18:04:19,515 | INFO | p1-align_4 | -egA8-b7-3M$_$1 对齐迭代 3/8: objective=1.761011, delta=0.000115
2026-09-23 18:04:20,130 | INFO | p1-align_0 | -egA8-b7-3M$_$6 对齐迭代 2/8: objective=2.345743, delta=0.001706
2026-09-23 18:04:20,274 | INFO | p1-align_10 | -egA8-b7-3M$_$9 对齐迭代 2/8: objective=2.397174, delta=0.001487
2026-09-23 18:04:20,964 | INFO | p1-align_3 | -aqamKhZ1Ec$_$0 对齐迭代 3/8: objective=1.507760, delta=0.001058
2026-09-23 18:04:21,324 | INFO | p1-align_12 | -egA8-b7-3M$_$18 对齐迭代 2/8: objective=1.936766, delta=0.006685
2026-09-23 18:04:21,568 | INFO | p1-align_7 | -hnBHBN8p5A$_$6 对齐迭代 1/8: objective=2.021506, delta=0.122012
2026-09-23 18:04:22,173 | INFO | p1-align_5 | -egA8-b7-3M$_$20 对齐迭代 3/8: objective=2.126593, delta=0.000928
2026-09-23 18:04:22,594 | INFO | p1-align_11 | -UuX1xuaiiE$_$1 对齐迭代 3/8: objective=1.511791, delta=0.000908
2026-09-23 18:04:22,683 | INFO | p1-align_1 | -dxfTGcXJoc$_$0 对齐迭代 3/8: objective=3.220651, delta=0.000116
2026-09-23 18:04:22,743 | INFO | p1-align_10 | -egA8-b7-3M$_$9 对齐迭代 3/8: objective=2.397171, delta=0.000073
2026-09-23 18:04:22,825 | INFO | MainThread | [40/100] -egA8-b7-3M$_$9 completed: objective=2.397171, uncertainty=0.3019 (7.99s)
2026-09-23 18:04:23,013 | INFO | p1-align_0 | -egA8-b7-3M$_$6 对齐迭代 3/8: objective=2.346108, delta=0.000030
2026-09-23 18:04:23,077 | INFO | p1-align_13 | -egA8-b7-3M$_$26 对齐迭代 2/8: objective=2.366182, delta=0.001632
2026-09-23 18:04:23,169 | INFO | MainThread | [41/100] -egA8-b7-3M$_$6 completed: objective=2.346108, uncertainty=0.2977 (9.80s)
2026-09-23 18:04:23,619 | INFO | p1-align_14 | -egA8-b7-3M$_$17 对齐迭代 2/8: objective=1.983605, delta=0.003005
2026-09-23 18:04:23,776 | INFO | p1-align_2 | -dxfTGcXJoc$_$1 对齐迭代 4/8: objective=2.265754, delta=0.000172
2026-09-23 18:04:24,825 | INFO | p1-align_6 | -dxfTGcXJoc$_$2 对齐迭代 3/8: objective=2.128945, delta=0.001381
2026-09-23 18:04:25,084 | INFO | p1-align_5 | -egA8-b7-3M$_$20 对齐迭代 4/8: objective=2.126565, delta=0.000189
2026-09-23 18:04:25,661 | INFO | p1-align_9 | -a55Q6RWvTA$_$3 对齐迭代 4/8: objective=2.018544, delta=0.000068
2026-09-23 18:04:25,859 | INFO | p1-align_12 | -egA8-b7-3M$_$18 对齐迭代 3/8: objective=1.936475, delta=0.000688
2026-09-23 18:04:25,917 | INFO | MainThread | [42/100] -a55Q6RWvTA$_$3 completed: objective=2.018544, uncertainty=0.2610 (36.42s)
2026-09-23 18:04:26,127 | INFO | p1-align_4 | -egA8-b7-3M$_$1 对齐迭代 4/8: objective=1.761026, delta=0.000009
2026-09-23 18:04:26,239 | INFO | MainThread | [43/100] -egA8-b7-3M$_$1 completed: objective=1.761026, uncertainty=0.2664 (27.02s)
2026-09-23 18:04:26,592 | INFO | p1-align_10 | -hnBHBN8p5A$_$7 对齐迭代 1/8: objective=2.708086, delta=0.147983
2026-09-23 18:04:27,189 | INFO | p1-align_0 | -iRBcNs9oI8$_$3 对齐迭代 1/8: objective=2.190392, delta=0.139763
2026-09-23 18:04:27,352 | INFO | p1-align_9 | -iRBcNs9oI8$_$6 对齐迭代 1/8: objective=2.145670, delta=0.124734
2026-09-23 18:04:27,397 | INFO | p1-align_7 | -hnBHBN8p5A$_$6 对齐迭代 2/8: objective=1.980953, delta=0.001816
2026-09-23 18:04:27,568 | INFO | p1-align_8 | -dxfTGcXJoc$_$6 对齐迭代 2/8: objective=2.093406, delta=0.008650
2026-09-23 18:04:27,822 | INFO | p1-align_13 | -egA8-b7-3M$_$26 对齐迭代 3/8: objective=2.366591, delta=0.000075
2026-09-23 18:04:27,909 | INFO | MainThread | [44/100] -egA8-b7-3M$_$26 completed: objective=2.366591, uncertainty=0.3260 (15.15s)
2026-09-23 18:04:28,041 | INFO | p1-align_5 | -egA8-b7-3M$_$20 对齐迭代 5/8: objective=2.126558, delta=0.000040
2026-09-23 18:04:28,139 | INFO | MainThread | [45/100] -egA8-b7-3M$_$20 completed: objective=2.126558, uncertainty=0.3294 (15.94s)
2026-09-23 18:04:28,549 | INFO | p1-align_9 | -iRBcNs9oI8$_$6 对齐迭代 2/8: objective=2.120424, delta=0.000378
2026-09-23 18:04:28,936 | INFO | p1-align_4 | -iRBcNs9oI8$_$7 对齐迭代 1/8: objective=3.041602, delta=0.191604
2026-09-23 18:04:29,476 | INFO | p1-align_14 | -egA8-b7-3M$_$17 对齐迭代 3/8: objective=1.984014, delta=0.000100
2026-09-23 18:04:29,581 | INFO | MainThread | [46/100] -egA8-b7-3M$_$17 completed: objective=1.984014, uncertainty=0.3012 (19.17s)
2026-09-23 18:04:29,866 | INFO | p1-align_9 | -iRBcNs9oI8$_$6 对齐迭代 3/8: objective=2.120350, delta=0.000005
2026-09-23 18:04:29,944 | INFO | MainThread | [47/100] -iRBcNs9oI8$_$6 completed: objective=2.120350, uncertainty=0.3345 (4.03s)
2026-09-23 18:04:30,042 | INFO | p1-align_10 | -hnBHBN8p5A$_$7 对齐迭代 2/8: objective=2.678310, delta=0.007234
2026-09-23 18:04:30,830 | INFO | p1-align_12 | -egA8-b7-3M$_$18 对齐迭代 4/8: objective=1.936384, delta=0.000081
2026-09-23 18:04:30,969 | INFO | p1-align_3 | -aqamKhZ1Ec$_$0 对齐迭代 4/8: objective=1.507900, delta=0.000228
2026-09-23 18:04:31,060 | INFO | MainThread | [48/100] -egA8-b7-3M$_$18 completed: objective=1.936384, uncertainty=0.2942 (19.75s)
2026-09-23 18:04:31,114 | INFO | p1-align_0 | -iRBcNs9oI8$_$3 对齐迭代 2/8: objective=2.143907, delta=0.005262
2026-09-23 18:04:31,478 | INFO | p1-align_2 | -dxfTGcXJoc$_$1 对齐迭代 5/8: objective=2.265767, delta=0.000031
2026-09-23 18:04:31,503 | INFO | p1-align_4 | -iRBcNs9oI8$_$7 对齐迭代 2/8: objective=2.957875, delta=0.002283
2026-09-23 18:04:31,686 | INFO | MainThread | [49/100] -dxfTGcXJoc$_$1 completed: objective=2.265767, uncertainty=0.2627 (37.78s)
2026-09-23 18:04:31,776 | INFO | p1-align_13 | -iRBcNs9oI8$_$8 对齐迭代 1/8: objective=2.127209, delta=0.142590
2026-09-23 18:04:32,025 | INFO | p1-align_12 | -mJ2ud6oKI8$_$1 对齐迭代 1/8: objective=2.527451, delta=0.091902
2026-09-23 18:04:32,134 | INFO | p1-align_12 | -mJ2ud6oKI8$_$1 对齐迭代 2/8: objective=2.517684, delta=0.001025
2026-09-23 18:04:32,253 | INFO | p1-align_12 | -mJ2ud6oKI8$_$1 对齐迭代 3/8: objective=2.517640, delta=0.000046
2026-09-23 18:04:32,342 | INFO | MainThread | [50/100] -mJ2ud6oKI8$_$1 completed: objective=2.517640, uncertainty=0.2009 (1.28s)
2026-09-23 18:04:32,660 | INFO | p1-align_2 | -mJ2ud6oKI8$_$2 对齐迭代 1/8: objective=2.593926, delta=0.106004
2026-09-23 18:04:32,770 | INFO | p1-align_2 | -mJ2ud6oKI8$_$2 对齐迭代 2/8: objective=2.581741, delta=0.001144
2026-09-23 18:04:32,889 | INFO | p1-align_2 | -mJ2ud6oKI8$_$2 对齐迭代 3/8: objective=2.581665, delta=0.000049
2026-09-23 18:04:32,981 | INFO | MainThread | [51/100] -mJ2ud6oKI8$_$2 completed: objective=2.581665, uncertainty=0.2074 (1.30s)
2026-09-23 18:04:33,270 | INFO | p1-align_1 | -dxfTGcXJoc$_$0 对齐迭代 4/8: objective=3.220672, delta=0.000005
2026-09-23 18:04:33,481 | INFO | MainThread | [52/100] -dxfTGcXJoc$_$0 completed: objective=3.220672, uncertainty=0.2242 (40.61s)
2026-09-23 18:04:33,742 | INFO | p1-align_7 | -hnBHBN8p5A$_$6 对齐迭代 3/8: objective=1.980879, delta=0.000084
2026-09-23 18:04:33,896 | INFO | p1-align_12 | -mJ2ud6oKI8$_$6 对齐迭代 1/8: objective=1.451645, delta=0.108458
2026-09-23 18:04:33,957 | INFO | p1-align_10 | -hnBHBN8p5A$_$7 对齐迭代 3/8: objective=2.676510, delta=0.000426
2026-09-23 18:04:33,990 | INFO | MainThread | [53/100] -hnBHBN8p5A$_$6 completed: objective=1.980879, uncertainty=0.2887 (18.73s)
2026-09-23 18:04:34,246 | INFO | p1-align_4 | -iRBcNs9oI8$_$7 对齐迭代 3/8: objective=2.958257, delta=0.000226
2026-09-23 18:04:35,190 | INFO | p1-align_12 | -mJ2ud6oKI8$_$6 对齐迭代 2/8: objective=1.430547, delta=0.000024
2026-09-23 18:04:35,250 | INFO | MainThread | [54/100] -mJ2ud6oKI8$_$6 completed: objective=1.430547, uncertainty=0.3393 (2.91s)
2026-09-23 18:04:35,253 | INFO | p1-align_13 | -iRBcNs9oI8$_$8 对齐迭代 2/8: objective=2.060699, delta=0.002107
2026-09-23 18:04:35,410 | INFO | p1-align_0 | -iRBcNs9oI8$_$3 对齐迭代 3/8: objective=2.143808, delta=0.000375
2026-09-23 18:04:35,669 | INFO | p1-align_2 | -mJ2ud6oKI8$_$8 对齐迭代 1/8: objective=1.814896, delta=0.112090
2026-09-23 18:04:35,810 | INFO | p1-align_6 | -dxfTGcXJoc$_$2 对齐迭代 4/8: objective=2.129089, delta=0.000340
2026-09-23 18:04:36,022 | INFO | p1-align_11 | -UuX1xuaiiE$_$1 对齐迭代 4/8: objective=1.511901, delta=0.000193
2026-09-23 18:04:36,784 | INFO | p1-align_4 | -iRBcNs9oI8$_$7 对齐迭代 4/8: objective=2.958303, delta=0.000027
2026-09-23 18:04:36,859 | INFO | MainThread | [55/100] -iRBcNs9oI8$_$7 completed: objective=2.958303, uncertainty=0.3606 (10.62s)
2026-09-23 18:04:37,213 | INFO | p1-align_2 | -mJ2ud6oKI8$_$8 对齐迭代 2/8: objective=1.774995, delta=0.001457
2026-09-23 18:04:37,513 | INFO | p1-align_14 | -lzEya4AM_4$_$5 对齐迭代 1/8: objective=3.003090, delta=0.159693
2026-09-23 18:04:37,638 | INFO | p1-align_10 | -hnBHBN8p5A$_$7 对齐迭代 4/8: objective=2.676494, delta=0.000091
2026-09-23 18:04:37,753 | INFO | MainThread | [56/100] -hnBHBN8p5A$_$7 completed: objective=2.676494, uncertainty=0.3007 (14.93s)
2026-09-23 18:04:37,925 | INFO | p1-align_9 | -lzEya4AM_4$_$6 对齐迭代 1/8: objective=1.933856, delta=0.139611
2026-09-23 18:04:38,097 | INFO | p1-align_7 | -mqbVkbCndg$_$0 对齐迭代 1/8: objective=2.458067, delta=0.161124
2026-09-23 18:04:38,269 | INFO | p1-align_4 | -ri04Z7vwnc$_$0 对齐迭代 1/8: objective=1.296089, delta=0.119026
2026-09-23 18:04:38,277 | INFO | p1-align_13 | -iRBcNs9oI8$_$8 对齐迭代 3/8: objective=2.060663, delta=0.000105
2026-09-23 18:04:38,997 | INFO | p1-align_2 | -mJ2ud6oKI8$_$8 对齐迭代 3/8: objective=1.775006, delta=0.000069
2026-09-23 18:04:39,026 | INFO | p1-align_0 | -iRBcNs9oI8$_$3 对齐迭代 4/8: objective=2.143800, delta=0.000028
2026-09-23 18:04:39,102 | INFO | MainThread | [57/100] -mJ2ud6oKI8$_$8 completed: objective=1.775006, uncertainty=0.3377 (6.12s)
2026-09-23 18:04:39,126 | INFO | MainThread | [58/100] -iRBcNs9oI8$_$3 completed: objective=2.143800, uncertainty=0.2938 (15.96s)
2026-09-23 18:04:39,259 | INFO | p1-align_4 | -ri04Z7vwnc$_$0 对齐迭代 2/8: objective=1.214470, delta=0.000035
2026-09-23 18:04:39,322 | INFO | MainThread | [59/100] -ri04Z7vwnc$_$0 completed: objective=1.214470, uncertainty=0.3697 (2.46s)
2026-09-23 18:04:39,648 | INFO | p1-align_12 | -qDkUB0GgYY$_$6 对齐迭代 1/8: objective=1.563881, delta=0.123012
2026-09-23 18:04:40,132 | INFO | p1-align_5 | -iRBcNs9oI8$_$9 对齐迭代 1/8: objective=2.824471, delta=0.163448
2026-09-23 18:04:40,473 | INFO | p1-align_2 | -ri04Z7vwnc$_$5 对齐迭代 1/8: objective=1.356993, delta=0.128656
2026-09-23 18:04:41,070 | INFO | p1-align_2 | -ri04Z7vwnc$_$5 对齐迭代 2/8: objective=1.321357, delta=0.003690
2026-09-23 18:04:41,327 | INFO | p1-align_7 | -mqbVkbCndg$_$0 对齐迭代 2/8: objective=2.377255, delta=0.003950
2026-09-23 18:04:41,475 | INFO | p1-align_13 | -iRBcNs9oI8$_$8 对齐迭代 4/8: objective=2.060654, delta=0.000007
2026-09-23 18:04:41,591 | INFO | MainThread | [60/100] -iRBcNs9oI8$_$8 completed: objective=2.060654, uncertainty=0.3127 (13.68s)
2026-09-23 18:04:41,747 | INFO | p1-align_1 | -mJ2ud6oKI8$_$9 对齐迭代 1/8: objective=1.669251, delta=0.114519
2026-09-23 18:04:41,885 | INFO | p1-align_2 | -ri04Z7vwnc$_$5 对齐迭代 3/8: objective=1.321520, delta=0.000511
2026-09-23 18:04:42,357 | INFO | p1-align_3 | -aqamKhZ1Ec$_$0 对齐迭代 5/8: objective=1.507923, delta=0.000052
2026-09-23 18:04:42,477 | INFO | MainThread | [61/100] -aqamKhZ1Ec$_$0 completed: objective=1.507923, uncertainty=0.2315 (52.18s)
2026-09-23 18:04:42,590 | INFO | p1-align_2 | -ri04Z7vwnc$_$5 对齐迭代 4/8: objective=1.321543, delta=0.000076
2026-09-23 18:04:42,650 | INFO | MainThread | [62/100] -ri04Z7vwnc$_$5 completed: objective=1.321543, uncertainty=0.3027 (3.55s)
2026-09-23 18:04:43,444 | INFO | p1-align_12 | -qDkUB0GgYY$_$6 对齐迭代 2/8: objective=1.517295, delta=0.001121
2026-09-23 18:04:43,736 | INFO | p1-align_10 | -ri04Z7vwnc$_$2 对齐迭代 1/8: objective=3.695563, delta=0.167533
2026-09-23 18:04:43,882 | INFO | p1-align_13 | -s9qJ7ATP7w$_$4 对齐迭代 1/8: objective=1.859535, delta=0.149757
2026-09-23 18:04:44,477 | INFO | p1-align_7 | -mqbVkbCndg$_$0 对齐迭代 3/8: objective=2.377603, delta=0.000227
2026-09-23 18:04:44,592 | INFO | p1-align_14 | -lzEya4AM_4$_$5 对齐迭代 2/8: objective=2.904222, delta=0.007432
2026-09-23 18:04:44,830 | INFO | p1-align_9 | -lzEya4AM_4$_$6 对齐迭代 2/8: objective=1.848224, delta=0.006422
2026-09-23 18:04:45,024 | INFO | p1-align_4 | -s9qJ7ATP7w$_$1 对齐迭代 1/8: objective=1.586679, delta=0.116229
2026-09-23 18:04:45,091 | INFO | p1-align_13 | -s9qJ7ATP7w$_$4 对齐迭代 2/8: objective=1.815940, delta=0.003996
2026-09-23 18:04:45,734 | INFO | p1-align_8 | -dxfTGcXJoc$_$6 对齐迭代 3/8: objective=2.094048, delta=0.000839
2026-09-23 18:04:45,837 | INFO | p1-align_2 | -s9qJ7ATP7w$_$6 对齐迭代 1/8: objective=1.269456, delta=0.116391
2026-09-23 18:04:46,178 | INFO | p1-align_3 | -s9qJ7ATP7w$_$5 对齐迭代 1/8: objective=1.841399, delta=0.120589
2026-09-23 18:04:46,415 | INFO | p1-align_13 | -s9qJ7ATP7w$_$4 对齐迭代 3/8: objective=1.816149, delta=0.000208
2026-09-23 18:04:46,455 | INFO | p1-align_6 | -dxfTGcXJoc$_$2 对齐迭代 5/8: objective=2.129121, delta=0.000102
2026-09-23 18:04:47,123 | INFO | p1-align_12 | -qDkUB0GgYY$_$6 对齐迭代 3/8: objective=1.517451, delta=0.000032
2026-09-23 18:04:47,219 | INFO | MainThread | [63/100] -qDkUB0GgYY$_$6 completed: objective=1.517451, uncertainty=0.3375 (11.97s)
2026-09-23 18:04:47,628 | INFO | p1-align_13 | -s9qJ7ATP7w$_$4 对齐迭代 4/8: objective=1.816179, delta=0.000018
2026-09-23 18:04:47,668 | INFO | p1-align_7 | -mqbVkbCndg$_$0 对齐迭代 4/8: objective=2.377624, delta=0.000017
2026-09-23 18:04:47,733 | INFO | MainThread | [64/100] -s9qJ7ATP7w$_$4 completed: objective=1.816179, uncertainty=0.3211 (6.14s)
2026-09-23 18:04:47,777 | INFO | MainThread | [65/100] -mqbVkbCndg$_$0 completed: objective=2.377624, uncertainty=0.3221 (13.79s)
2026-09-23 18:04:48,156 | INFO | p1-align_0 | -s9qJ7ATP7w$_$0 对齐迭代 1/8: objective=2.031857, delta=0.148360
2026-09-23 18:04:48,527 | INFO | p1-align_1 | -mJ2ud6oKI8$_$9 对齐迭代 2/8: objective=1.626626, delta=0.002386
2026-09-23 18:04:48,877 | INFO | p1-align_2 | -s9qJ7ATP7w$_$6 对齐迭代 2/8: objective=1.249366, delta=0.000038
2026-09-23 18:04:48,935 | INFO | MainThread | [66/100] -s9qJ7ATP7w$_$6 completed: objective=1.249366, uncertainty=0.3567 (6.29s)
2026-09-23 18:04:49,125 | INFO | p1-align_10 | -ri04Z7vwnc$_$2 对齐迭代 2/8: objective=3.598315, delta=0.006218
2026-09-23 18:04:49,207 | INFO | p1-align_13 | -s9qJ7ATP7w$_$8 对齐迭代 1/8: objective=1.573367, delta=0.170193
2026-09-23 18:04:49,406 | INFO | p1-align_11 | -UuX1xuaiiE$_$1 对齐迭代 5/8: objective=1.511928, delta=0.000043
2026-09-23 18:04:49,540 | INFO | MainThread | [67/100] -UuX1xuaiiE$_$1 completed: objective=1.511928, uncertainty=0.3019 (64.58s)
2026-09-23 18:04:49,753 | INFO | p1-align_3 | -s9qJ7ATP7w$_$5 对齐迭代 2/8: objective=1.793308, delta=0.002640
2026-09-23 18:04:50,088 | INFO | p1-align_13 | -s9qJ7ATP7w$_$8 对齐迭代 2/8: objective=1.500957, delta=0.000441
2026-09-23 18:04:50,776 | INFO | p1-align_4 | -s9qJ7ATP7w$_$1 对齐迭代 2/8: objective=1.509895, delta=0.006203
2026-09-23 18:04:50,837 | INFO | p1-align_5 | -iRBcNs9oI8$_$9 对齐迭代 2/8: objective=2.723946, delta=0.001155
2026-09-23 18:04:50,939 | INFO | p1-align_13 | -s9qJ7ATP7w$_$8 对齐迭代 3/8: objective=1.501029, delta=0.000002
2026-09-23 18:04:51,008 | INFO | MainThread | [68/100] -s9qJ7ATP7w$_$8 completed: objective=1.501029, uncertainty=0.3911 (3.27s)
2026-09-23 18:04:51,503 | INFO | p1-align_7 | -t217m2on-s$_$2 对齐迭代 1/8: objective=2.662635, delta=0.139695
2026-09-23 18:04:51,851 | INFO | p1-align_9 | -lzEya4AM_4$_$6 对齐迭代 3/8: objective=1.847222, delta=0.000645
2026-09-23 18:04:51,946 | INFO | p1-align_14 | -lzEya4AM_4$_$5 对齐迭代 3/8: objective=2.903508, delta=0.001131
2026-09-23 18:04:52,952 | INFO | p1-align_11 | -tANM6ETl_M$_$3 对齐迭代 1/8: objective=2.569209, delta=0.166665
2026-09-23 18:04:53,079 | INFO | p1-align_3 | -s9qJ7ATP7w$_$5 对齐迭代 3/8: objective=1.793487, delta=0.000113
2026-09-23 18:04:53,529 | INFO | p1-align_13 | -tPCytz4rww$_$10 对齐迭代 1/8: objective=1.920047, delta=0.159830
2026-09-23 18:04:53,819 | INFO | p1-align_7 | -t217m2on-s$_$2 对齐迭代 2/8: objective=2.579408, delta=0.006975
2026-09-23 18:04:54,614 | INFO | p1-align_10 | -ri04Z7vwnc$_$2 对齐迭代 3/8: objective=3.598071, delta=0.000429
2026-09-23 18:04:55,495 | INFO | p1-align_1 | -mJ2ud6oKI8$_$9 对齐迭代 3/8: objective=1.627165, delta=0.000202
2026-09-23 18:04:55,718 | INFO | p1-align_13 | -tPCytz4rww$_$10 对齐迭代 2/8: objective=1.851476, delta=0.012691
